Register Name,Register Description,Register Address,Register Width,Register Access,Register Reset Value,Field Name,Field Description,Field Offset,Field Width,Field Access,Field Reset Value,Field is Volatile,Field is Reserved,Field Backdoor
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio01_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio01_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio01_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio01_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio01_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio01_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio01_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio01_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio01_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio01_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio01_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio01_mux_sel,"Pad signal port multiplex selection for pad pad_gpio01. The programmed value defines which port
is connected to the pad.",356,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio01_mux_sel,,,,,,pad_gpio01_mux_sel,,0,4,RW,1,0,,u_pad_gpio01_mux_sel.q
siracusa_pads_debug_config_pad_gpio02_cfg,Pad signal configuration.,360,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio02_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio02_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio02_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio02_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio02_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio02_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio02_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio02_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio02_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio02_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio02_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio02_mux_sel,"Pad signal port multiplex selection for pad pad_gpio02. The programmed value defines which port
is connected to the pad.",364,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio02_mux_sel,,,,,,pad_gpio02_mux_sel,,0,4,RW,1,0,,u_pad_gpio02_mux_sel.q
siracusa_pads_debug_config_pad_gpio03_cfg,Pad signal configuration.,368,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio03_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio03_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio03_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio03_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio03_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio03_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio03_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio03_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio03_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio03_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio03_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio03_mux_sel,"Pad signal port multiplex selection for pad pad_gpio03. The programmed value defines which port
is connected to the pad.",372,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio03_mux_sel,,,,,,pad_gpio03_mux_sel,,0,2,RW,1,0,,u_pad_gpio03_mux_sel.q
siracusa_pads_debug_config_pad_gpio04_cfg,Pad signal configuration.,376,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio04_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio04_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio04_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio04_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio04_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio04_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio04_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio04_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio04_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio04_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio04_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio04_mux_sel,"Pad signal port multiplex selection for pad pad_gpio04. The programmed value defines which port
is connected to the pad.",380,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio04_mux_sel,,,,,,pad_gpio04_mux_sel,,0,2,RW,1,0,,u_pad_gpio04_mux_sel.q
siracusa_pads_debug_config_pad_gpio05_cfg,Pad signal configuration.,384,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio05_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio05_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio05_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio05_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio05_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio05_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio05_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio05_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio05_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio05_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio05_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio05_mux_sel,"Pad signal port multiplex selection for pad pad_gpio05. The programmed value defines which port
is connected to the pad.",388,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio05_mux_sel,,,,,,pad_gpio05_mux_sel,,0,2,RW,1,0,,u_pad_gpio05_mux_sel.q
siracusa_pads_debug_config_pad_gpio06_cfg,Pad signal configuration.,392,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio06_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio06_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio06_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio06_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio06_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio06_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio06_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio06_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio06_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio06_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio06_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio06_mux_sel,"Pad signal port multiplex selection for pad pad_gpio06. The programmed value defines which port
is connected to the pad.",396,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio06_mux_sel,,,,,,pad_gpio06_mux_sel,,0,4,RW,1,0,,u_pad_gpio06_mux_sel.q
siracusa_pads_debug_config_pad_gpio07_cfg,Pad signal configuration.,400,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio07_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio07_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio07_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio07_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio07_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio07_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio07_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio07_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio07_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio07_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio07_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio07_mux_sel,"Pad signal port multiplex selection for pad pad_gpio07. The programmed value defines which port
is connected to the pad.",404,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio07_mux_sel,,,,,,pad_gpio07_mux_sel,,0,4,RW,1,0,,u_pad_gpio07_mux_sel.q
siracusa_pads_debug_config_pad_gpio08_cfg,Pad signal configuration.,408,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio08_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio08_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio08_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio08_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio08_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio08_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio08_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio08_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio08_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio08_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio08_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio08_mux_sel,"Pad signal port multiplex selection for pad pad_gpio08. The programmed value defines which port
is connected to the pad.",412,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio08_mux_sel,,,,,,pad_gpio08_mux_sel,,0,4,RW,1,0,,u_pad_gpio08_mux_sel.q
siracusa_pads_debug_config_pad_gpio09_cfg,Pad signal configuration.,416,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio09_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio09_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio09_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio09_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio09_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio09_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio09_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio09_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio09_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio09_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio09_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio09_mux_sel,"Pad signal port multiplex selection for pad pad_gpio09. The programmed value defines which port
is connected to the pad.",420,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio09_mux_sel,,,,,,pad_gpio09_mux_sel,,0,4,RW,1,0,,u_pad_gpio09_mux_sel.q
siracusa_pads_debug_config_pad_gpio10_cfg,Pad signal configuration.,424,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio10_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio10_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio10_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio10_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio10_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio10_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio10_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio10_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio10_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio10_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio10_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio10_mux_sel,"Pad signal port multiplex selection for pad pad_gpio10. The programmed value defines which port
is connected to the pad.",428,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio10_mux_sel,,,,,,pad_gpio10_mux_sel,,0,4,RW,1,0,,u_pad_gpio10_mux_sel.q
siracusa_pads_debug_config_pad_gpio11_cfg,Pad signal configuration.,432,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio11_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio11_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio11_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio11_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio11_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio11_cfg_pull_en.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,pull_sel,"1 -> use pull-up resistor (if pull_en == 1), 0 -> use pull-down resistor",6,1,RW,0,0,,u_pad_gpio11_cfg_pull_sel.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,ret_en,"Enable retention mode, active-high",7,1,RW,0,0,,u_pad_gpio11_cfg_ret_en.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,st_en,"Schmitt-trigger enable, active high",8,1,RW,0,0,,u_pad_gpio11_cfg_st_en.q
siracusa_pads_debug_config_pad_gpio11_cfg,,,,,,tx_en,"TX driver enable, active low",9,1,RW,0,0,,u_pad_gpio11_cfg_tx_en.q
siracusa_pads_debug_config_pad_gpio11_mux_sel,"Pad signal port multiplex selection for pad pad_gpio11. The programmed value defines which port
is connected to the pad.",436,32,,1,,,,,,,,,
siracusa_pads_debug_config_pad_gpio11_mux_sel,,,,,,pad_gpio11_mux_sel,,0,4,RW,1,0,,u_pad_gpio11_mux_sel.q
siracusa_pads_debug_config_pad_gpio12_cfg,Pad signal configuration.,440,32,,16,,,,,,,,,
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,chip2pad,Connects to pad's TX driver,0,1,RW,0,0,,u_pad_gpio12_cfg_chip2pad.q
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,drv0,Choose the driving strength of the pad. LSB = ~3mA,1,1,RW,0,0,,u_pad_gpio12_cfg_drv0.q
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,drv1,Choose the driving strength of the pad. LSB = ~3mA,2,1,RW,0,0,,u_pad_gpio12_cfg_drv1.q
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,drv2,Choose the driving strength of the pad. LSB = ~3mA,3,1,RW,0,0,,u_pad_gpio12_cfg_drv2.q
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,drv3,Choose the driving strength of the pad. LSB = ~3mA,4,1,RW,1,0,,u_pad_gpio12_cfg_drv3.q
siracusa_pads_debug_config_pad_gpio12_cfg,,,,,,pull_en,"Enable pull up/down (depends on pull_sel) resistor, active-high",5,1,RW,0,0,,u_pad_gpio12_cfg_pull_en.q
